mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,3,1,1,1,1,2,2,1,2,2,2,3,3,3,,The instructor was very open to the way each of us did our presentations.,,The group work was really interesting and realistic to real world groups and is good preparation for our actual careers.,,The atmosphere in the class was excellent and friendly.  By the end of the course we all became a little closer.,Dave was a great professor and I am glad I got to have him teach me this class in my last term before I graduate.
1,3,2,2,1,6,1,1,1,2,4,2,3,3,2,2,,Give a conclusion after each chapter presentation.  This gives a unified closure for each chapter.,,,,
2,3,2,3,2,6,1,2,1,5,3,2,3,3,,,Open about structure and design.  Facilitated well.,Could have been a more restraining influence when people started to ramble.,Interesting scope and perspective.,Too much of the class was taught by students.,,
3,3,1,2,2,6,2,2,1,3,4,3,3,3,1,1,Very open & transparent.,,Technology camel was awesome.,Students teaching classes meant weak performance less learning.,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
2,3,2,3,,1,2,2,1,3,2,3,4,3,2,1,,,,,,
3,3,1,3,2,6,2,2,2,2,1,2,3,3,2,,,,,,,
2,3,1,2,1,1,2,1,2,2,5,2,3,3,2,,,,,,,
2,3,2,3,2,3,2,3,3,2,2,2,3,3,2,,,,,,,
2,3,1,1,1,2,2,1,1,2,2,1,3,3,3,,Kept us attentive.  Introduced new ways of doing assignments which was cool.,A bit easier on midterms please.,Everybody participated.,Midterms!,It was great.,Good job.
2,3,2,2,2,2,3,2,1,2,4,3,2,3,1,1,Good cop-out.,Better model understanding / less autonomy for content selection.,Instructor was pretty chill.,The entire course.,ok.,Need a window.
1,3,1,1,1,6,3,1,1,2,4,3,3,3,1,1,"Moved most of the work to students successfully, good job!",,Some good info along with all that garbage in the textbook.,Textbook is crap.  Jumps between extremely technical stuff that's useless and skimming over info? inconsistent.,,
1,,2,2,2,6,2,,2,2,4,,3,3,2,,"Textbook: way too expensive, not matching the value of the content/readings inside.  Much of the course content is the abstraction/theory behind deep, specific social applications of computing, and more often than not, we drew significantly more meaningful, useful, insightful examples and case studies from outside of the textbook.  Useless as a whole.",,,,,
1,3,1,,1,1,1,1,1,2,5,5,3,3,4,,I like his openness and course was fun.  I like how he restructured the course towards more student's involvement and how students were responsible for material presented.,,,,Good atmosphere.,Class needs A/C.  It was very hot in March.
2,3,1,2,2,6,3,2,1,3,4,2,3,3,2,,"Great speaker, lively voice and nice straightforward explanations of concept.  Encourages an amount of discussion far more than I've seen in any other class.",,,"The textbook was not amazing, and only because the course was based around it was the textbook helpful.  If possible replace it.",,
1,2,1,2,1,1,1,1,2,2,1,1,3,3,2,,Very friendly relationship with students.,,Very applicable in today's life.  Very helpful in interviews.,Too much reading.,Positive.,
3,3,2,2,2,1,3,2,1,3,4,3,1,4,1,1,Interesting presentation of the materials.  Good at supporting poor discussion.,The student presenting style did not work and resulted in poor learning of the materials.,,Too much material and resulted in too little time to go in depth.,,
1,3,1,1,1,1,1,1,1,1,4,2,2,3,2,,You are awesome!! Great method of teaching.  One would feel bad for not coming to your class.,,,,,
3,3,1,2,2,2,4,2,1,2,4,3,3,3,2,,He is very flexible with the course and allows students to focus on learning topics that are interesting and relevant to them.,Perhaps there could be more structure in his teaching approach instead of relying on students to present the chapter material and deciding on what topics we should be responsible for.,,,,
1,3,1,1,1,6,2,1,1,1,2,2,3,3,2,1,"Good sense of initiate participation and interesting discussion, humour.",,Interesting and inspiring.,"Too diverse knowledge, no practical purpose.",,
1,3,1,1,1,1,2,1,1,1,4,3,3,3,2,,Instructor was a fun and entertaining speaker that made the course what it was.,,Great range of topics!,,,
1,3,1,1,1,6,3,,1,3,4,3,3,3,2,1,"Very relaxed, amusing environment.  Good Jokes!  Getting married in Vegas.","Do the second project earlier, change textbook, just give topics for the students to present.",Final project presentation.,"Some people are bad at lecturing, letting people do it maybe a mistake.  Midterms should have a better outline (ex: give the topics for the short answer).",Good relaxed attitude.,
6,6,2,2,1,2,3,1,1,2,4,3,2,2,2,,Great teacher.  Awesome energy.,Little more clarity on how we are being evaluated.,None!,Memorize a (crappy) textbook.  Burn the textbook.,,
