mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,3,,1,,1,,1,,1,,4,,4,,3,,3,,2,,"The use of examples was very nice. He kept us entertained, as well as taught us a lot.",,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,1,,4,,Prof. Dave Tompkins is too awesome to be true!,Brilliant lectures! Nothing to complain.,Prof. Dave Tompkins,How to train my dragon movie could be longer.,very positively.,All great!
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,5,,3,,3,,2,,"Dave kept his lectures highly engaging and entertaining, attending his class was a genuine pleasure.",In some instances too much time was committed to explaining relatively simple concepts.,"Assignments were useful and and effective in furthering lecture material, clickers were used poignantly, Dave was highly entertaining.",Course material could tend to be too simple.,Class appeared welcoming to all students.,Class was appropriately sized in appropriate room.
2,,3,,2,,1,,1,,6,,2,,1,,1,,1,,4,,4,,5,,2,,2,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,5,,2,,3,,3,,3,,Very engaging and presents the material in an entertaining and comprehensible way.,,Interesting material,Assignments could be very time consuming and take up time needed for other courses.,Very positive overall atmosphere,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,1,,4,,3,,3,,2,,He is da bomb diggity.,Free food.,Recursion was very good in helping me think.,Nothing.,No. Dave was inclusive to all.,No.
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,1,,,,,,,
2,,2,,2,,2,,1,,2,,1,,1,,1,,1,,1,,1,,3,,2,,4,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,3,,3,,3,,2,,,,,,,
1,,3,,2,,1,,2,,6,,2,,2,,1,,1,,1,,5,,3,,3,,3,,Good humor to make dry lectures bearable.,Should give more hands on during class,Good introduction to cs,Goes fast and slow at will,Happy because of his humor,Bad chairs and too little space in room
1,,3,,1,,2,,1,,6,,2,,1,,1,,2,,2,,4,,2,,2,,2,,I love the humour.[nl]Oral instructions are clear and easily understandable.,,,,,The room should be definitely bigger next time.
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,5,,2,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,2,,1,,1,,5,,4,,2,,3,,,,,,,
2,,3,,3,,2,,1,,6,,4,,2,,1,,2,,2,,5,,2,,2,,4,,,,,Exams focuse too much  on details.,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,5,,5,,2,,"Very engaging lectures, added a level of humour to each of his lessons.",,,,,
