Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
688921,2019-12-02T12:21:36.218021,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Too much,0,,Too much,0,,> 15 hours,4,,,,"The instructor is perfect in explaining new concepts and algorithms,great analogy. I really enjoy his class. A really chill prof not only teaches me knowledge but also provides better learning experience.",,,"In the end of the term, things are going too fast. I know this is the part where everything is put together,but i hope more examples could be provided. The assignments are helpful but it takes a lot of time for me. Also, I wish the iclicker questions and the tests for the assignment can be released. I don't see why these won't be released since these stuff actually help us to learn. Also i wish the assignment solutions and tests will be provided after the marks are out.",,,Provides ideas about the module designs.,,,There's a lot to learn but the time is limited.,,,Great.,,,Perfect.
690340,2019-12-02T17:57:26.189999,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
687934,2019-12-01T17:59:10.684498,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Available,0,,Very interesting,0,,Good,1,,75-90%,1,,Very helpful,0,,,,,,,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
675755,2019-11-27T21:53:04.752179,Good,1,,Somewhat too high,1,,Satisfactory,2,,Good,1,,Satisfactory,2,,Rarely available,3,,No opinion,3,,Satisfactory,2,,90-100%,0,,Helpful,1,"Good, but overwhelming. I found that it was difficult to pause and look over my notes as there was an assignment due every week that would take me a whole week to complete, so if there were any concepts that I didn't understand I didn't have much time to ask the question making me feel behing.",Not helpful,2,,No text required,3,,Somewhat too much,1,,Too much,0,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
677023,2019-11-28T03:47:59.201190,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,"I understand that the assignments are after all assignments and are there to enhance your learning process but it'll be nice if the weight of the assignments can be increased to maybe a 25, especially when you put in genuine effort without taking much help :)"
666910,2019-11-26T19:34:40.289415,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,No opinion,3,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,,,good explanation,,,,,,,,,,,,,,,
658517,2019-11-25T02:30:27.488058,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,11-15 houts,3,,,,"Interesting props, movies, and jokes. ",,,,,,"The content is interesting, attractive. ",,,"Paper exam paper is somewhat too small, prefer to have more extra spaces for drafts...",,,Atmosphere is always positive.,,,
689448,2019-12-02T15:37:59.256651,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,The explanation of the content was very good. ,,,,,,The assignments were very interesting and the instructor made the content very easy to understand which made the assignments a good practice to test out skills ,,,,,,,,,
667333,2019-11-26T20:06:57.248552,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,"Dave's slides are some of the most clear I've seen, perfect for both lectures and studying from at home. ",Excellent,0,"Very engaging voice, plenty loud enough. ",Available,0,,Interesting,1,"Despite considering myself good at coding already and this being an ""introduction to coding"" course, Dave managed to make this course interesting and engaging. The first weeks where we went over a lot of things I'd already learnt, like if statements, were still taught well and in an interesting enough way to make me keep returning to the lectures. ",Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,Excellent notes,No text required,3,,Right amount,2,,Somewhat too much,1,"For the amount of time I spent on assignments, the course only giving 20% credit for them seems unfair.",3-6 hours,1,Later assignments took more time. ,,,He made absolutely sure that we knew everything we needed for each assignment.,,,,,,Dave,,,The film choice,,,Not at all,,,Our projector was bad and the speakers weren't loud enough
686879,2019-11-30T14:44:56.483944,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
695736,2019-12-03T19:51:25.320469,Good,1,,Somewhat too high,1,,Good,1,,Excellent,0,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Very helpful,0,,No text required,3,,Too much,0,,Too much,0,,7-10 hours,2,,,,Entertaining lectures and good explanation of material,,,Moves too fast for students to understand material,,,Starts off well then becomes too abstract and too focused on memory,,,Assignments and midterm are HARD and too much content. Ate into my life too much. Would have preferred a software that wasn't online (like Seashell was) so I could work on assignments on the go.,,,No,,,
689157,2019-12-02T14:34:59.726838,Excellent,0,,Somewhat too low,3,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Too little,4,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
