mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,3,1,1,1,1,1,1,1,1,4,1,3,3,2,,Involving students in decision making.  Great interactions with class.,"At beginning of term, too much democracy at times.  Took very long to decide things sometimes.","Bit outside the box, not purely CS.  Good textbook, practically relevant.",,,
2,3,2,2,2,6,2,2,1,5,4,1,3,3,1,,Gave students a lot of say in how the course was run.,,Weekly quizzes made us read the textbook.,The midterm was very lengthy.,,
1,3,1,3,1,6,2,1,1,2,4,2,3,3,2,,Very engaging classes.  Good discussions most of the time.,Better power point slides.  Provide more course material on slides.,A lot of flexibility on what we're learning.,,,
1,3,1,2,1,1,2,2,1,3,4,1,3,3,2,,Bringing up discussion of textbook content with real world examples.  Organizing course content.  Making class interesting.,,Good scope of information systems management.,Course content didn't go specific enough with more detailed examples.,Atmosphere was positive.,This course well suited with less amount of students.
1,3,1,2,2,6,1,1,1,1,5,1,3,3,2,,The open forum style of learning has been great for actually learning the content rather than just regurgitating it.,I think it would be great if the slides he presented in class would be available to review later.,I love the anecdotes and real-world examples.,Some of the terms seem a little wishy-washy.,"Class was great, by far the class I most attended this term.","Class size is good, fairly small."
1,2,1,1,1,6,2,1,1,2,4,,3,3,1,,Discussions were good and very different from other courses.,n/a -- everything was great.,Interesting topics.  Relevant to real work in industry.,Too dependent on textbook: substitute less important topics for other content.  More guest speakers throughout term would have been good.,,
1,3,1,2,1,1,3,1,1,1,4,2,3,3,2,,"Well spoken, presented, etc..  Enthusiastic, entertaining, fun, etc.","I did well on all the quizzes, but it might have been cool to have a chapter X lecture the class before the Chapter X quiz.",,Some material was dry and the order of material in the chapters didn't really have a flow.,Positively.,:)
2,3,1,1,1,1,2,1,1,1,4,1,3,3,1,,Very engaging with the students.  Creates an atmosphere where students like to attend.,"Big giving too much freedom on the day's 'lecture', sometimes the goal might be lost.  However, I still enjoyed this methodology.",Gives a decent indication about the importance of IS & IT and how it should be managed.,The textbook fails at giving very good examples of the material/topic being taught.  Especially the case studies.,Positively.  Positive & friendly attitude shown by professor & peers.,Approx. 20-25 students in the class.  This works very well for learning in a classroom.
2,3,1,2,1,6,2,1,1,2,5,1,3,3,2,,Enthusiastic and engaging style of teaching.,Discussions sidetracked sometimes.,,,Great atmosphere.,
2,3,1,2,1,6,2,1,1,2,4,1,3,3,2,,,,,,,Definitely one of the most engaging and approachable professors in CS at UW.
2,3,1,2,1,6,2,1,1,2,4,1,3,3,2,,Teaching through discussion kept me interested in the work.,,The large amount of discussion in class.  Focus on parts of computer science that has nothing to do with programming.,,Positively.,
2,3,1,3,1,2,1,1,1,1,4,1,3,3,2,,Including students in decision regarding the structure of the course.  Explaining/discussing subjects in interesting ways keeping the student teacher relationship at a good level.,Maybe try sticking to the subjects a bit more.,Flexible: improve learning.,Some subjects were quite boring.,Good!,
1,3,1,2,1,6,2,1,2,2,4,1,3,3,2,,Engaging demeanor in class.  Good choice of topics.  Anecdotal examples were helpful in understanding material.  Flexible and understanding.,Lacking specificity for requirements in assignment (project).  Slides were somewhat useless during class discussion.,"Topics very interesting for the most part.  Even if they weren't, they seemed practical to know about.",Overreliance on textbook for material.,Good atmosphere.  Everyone seemed to feel open about sharing experiences.,Fine.
2,3,2,2,1,,1,1,1,2,4,1,2,3,2,,Nice to hear about other co-op experiences in the discussion.,Post more slides of the book.,,Spelling errors in the book.  Lame examples in book like Titanic for project man.  Book references Ibid.,,
3,3,2,3,2,6,2,2,1,2,4,1,3,3,2,,Dave is a very enthusiastic and friendly instructor.  His idea of having weekly quizzes based on chapter reading was excellent and forced the students to read the material and learn it.  His discussions were very broad and highlighted different perspectives on IS.  The iClicker format chosen for the tests was very convenient.,There could be a bit more structure to the lectures instead of open discussion format.,"The quizzes, the textbook readings, the in-class discussions.  The project pitch presentations were very interesting to watch.",The lack of structure in the lectures.  The lack of direction in the project.,There were one or two occurrences of profanity which I found offending but the class atmosphere was generally positive.,
2,2,2,1,1,1,1,1,1,3,2,2,2,3,2,,Good at getting class involved.,,,Too many quizzes.  Have to memorize every little detail in chapter because the large amount of questions.,,
1,3,1,2,1,6,1,1,1,2,4,2,3,3,2,,"Lots of interesting discussions, kept the in-class portion of the course entertaining & enjoyable.","Not good with these, sorry! It's been one of my most enjoyable courses at university, though.","Small class, more engaging, good discussions, lots of fun at times.","Sometimes dry material, textbooks aren't always the best (not that this one is bad).",Positively.,Small class sizes are awesome.
1,3,1,2,1,1,2,1,1,2,4,1,3,3,2,,The choices to students about evaluations.  Interesting topics for discussion.  Discussions about chapter were good.  'Open' project related to course.,Discussions could be a little more structured.,No coding.  Discussion about chapter in real businesses.,Too much reading at times.,"Positive atmosphere: fair marking, fair midterms/quizzes.",Enjoyed small class size.
1,3,1,2,1,6,2,1,1,2,4,3,3,3,2,,Love that pizza.,,,,,
1,3,1,3,2,6,2,1,1,3,4,2,3,3,2,,,"No more clicker quizzes, use written quizzes instead.",Great class room student participation and discussions.,The in-class quizzes are too difficult.  More like a trivia contest than an actual academic evaluation.,,
2,3,1,2,1,6,2,1,1,2,5,1,3,3,4,,"Set goals for students to learn, not just memorize.  Create incentives to read the chapters.  Fair marking approach.",Funny outfits.  Force shy people to contribute more.,Lots of choices.,"During lunch time, some boring topics.","Yes, no hatin'",All good in the hood.
