mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,2,,2,,1,,1,,1,,1,,1,,1,,4,,3,,3,,3,,,,,,,
1,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,4,,,,,,,
2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,3,,1,,5,,,,,,,
1,,3,,2,,2,,2,,6,,2,,2,,1,,1,,2,"not up to date though, prof keep changing content makes it hard to follow",4,,2,,2,,4,,"engaging, fun",,useful in learning the intro to computer science,"really heavy towards the end of the term, longer assignments during busier times",,
1,,3,,1,,2,,2,,2,,1,,2,,2,,1,,4,,4,,2,,1,,4,,,,,,,
4,,4,,4,,3,,3,,6,,2,,3,,1,,2,,2,,4,,3,,3,,5,More like 30 hours on some assignments,He's funny i guess,"Sometimes when asking dave questions, he made me feel dumb. He could show more patience and willingness to help :) ",Intro to elementary data structs,Wording and construction of midterm,"Dave was funny but when students asked him questions in class he was quick to call them out on not paying attention on a previous slide, even when the student might be asking for clarification. ",WHY ARE THE CURTAINS NEVER OPEN ITS SO DARK AND HUMID 
2,,2,,1,,1,,2,,2,,2,,2,,1,,2,,2,,2,,2,,2,,5,,,More TA during lab hours or more lab hours,,,,
2,,2,,2,,1,,1,,2,,2,,2,,1,,1,,1,,4,,2,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,2,,1,,1,,1,,2,,4,,3,,3,,4,,,,,,,
1,,4,,2,,2,,1,,1,,1,,1,,1,,1,,1,,,,3,,2,,4,,"Very engaging lectures, provides content (for the most part) at a very good pace, good humour to keep class engaged ",Sometimes the humour can be a bit distracting (but overally mostly a positive). Also sometimes class discussion goes on for too long and cuts into lecture time a bit too much.,"A lot of content was learned, and assignments thoroughly test understanding of the concepts. ",Assignments were very long but also necessary to really teach the content. Would be nice if there was something like lowest assignment dropped. ,,
1,,2,,2,,2,,2,,2,,1,,2,,1,,2,,2,,2,,2,,2,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,2,,Very fun lectures,,The content was useful,Too much time on basic stuff,Very fun and comfortable environment,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,4,,4,,3,,3,,5,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,4,,I really appreciate how you went out of your way to keep us entertained when learning the material. The passion you show when teaching us is all the more impressive when it is taken into account that you have to do this for multiple sections in one day. The enthusiasm you show on a daily basis is truly inspiring.,"It's fun that you joke about drinking a lot of Coke Zero (and from what I've seen you actually do), but I wish for the sake of your health you could drink less. They advertise it as a healthier option since it has no sugar, but who knows what consuming that much artificial sweeteners daily will do to your body?",,,,
1,,2,,1,,1,,1,,6,,2,,2,,1,,2,,1,,4,,2,,2,,5,,Introduce materials well,Drink diet coke,,,,Pls make midterm focus less on basic concepts about explaining terms 
