Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
197007,2017-03-20T12:43:10,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,excellent oral presentation and explanation of some abstract theory,,,nothing.,,,"helpful assignment
great material",,,too much racket.,,,positively.,,,
197008,2017-03-21T13:57:31,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Explained the concepts really well.,,,,,,Introduction to many useful concepts that became the foundation of my knowledge.,,,Moving a little fast towards the end.,,,Great atmosphere.,,,Enjoyable overall.
197009,2017-03-21T15:15:49,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,Humourous,,,,,,clear explanation,,,,,,really good,,,
197010,2017-03-21T15:16:10,Excellent,0,,Just Right,2,,Satisfactory,2,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
197011,2017-03-21T15:16:27,,,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Right amount,2,,3-6 hours,1,,,,"Funny, educational",,,,,,Arrays,,,Racket,,,,,,
197012,2017-03-21T15:16:54,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,4,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
197013,2017-03-21T15:17:25,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Sometimes available,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,,4,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Made the class exciting and fun to be in.,,,,,,,,,,,,Never brought up.,,,
197014,2017-03-21T15:17:57,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Somewhat too little,3,,Too little,4,,3-6 hours,1,,,,The instructor was like a discount version of my cool high school CS teacher.,,,The instructor's jokes could be better.,,,,,,,,,Too many students speaking mandarin,,,
197015,2017-03-21T15:18:08,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,11-15 houts,3,,,,Best CS professor at Waterloo!,,,,,,"Finding Dory, pointers",,,Too many memory leaks,,,"""\0""",,,The projector on the left has always been slightly dimmer than the one on the right. That has always bugged me a little.
197016,2017-03-21T15:19:06,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Available,0,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,Not helpful,2,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,"know his stuff, interesting course",,,Relate to more real world cases,,,good assignments,,,lectures are not as useful as the assignments,,,No,,,"good classroom, pls don't go to MC anymore"
