mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,3,,1,,1,,1,,1,,2,,2,,1,,1,,5,,"The instructor is perfect in explaining new concepts and algorithms,great analogy. I really enjoy his class. A really chill prof not only teaches me knowledge but also provides better learning experience.","In the end of the term, things are going too fast. I know this is the part where everything is put together,but i hope more examples could be provided. The assignments are helpful but it takes a lot of time for me. Also, I wish the iclicker questions and the tests for the assignment can be released. I don't see why these won't be released since these stuff actually help us to learn. Also i wish the assignment solutions and tests will be provided after the marks are out.",Provides ideas about the module designs.,There's a lot to learn but the time is limited.,Great.,Perfect.
1,,3,,1,,1,,1,,6,,1,,1,,2,,1,,1,,1,,3,,2,,2,,,,,,,
1,,3,,2,,2,,1,,1,,1,,2,,2,,1,,,,,,3,,3,,3,,,,,,,
2,,2,,3,,2,,3,,4,,4,,3,,1,,2,"Good, but overwhelming. I found that it was difficult to pause and look over my notes as there was an assignment due every week that would take me a whole week to complete, so if there were any concepts that I didn't understand I didn't have much time to ask the question making me feel behing.",3,,4,,2,,1,,3,,,,,,,
1,,3,,1,,1,,2,,6,,2,,1,,1,,1,,1,,,,3,,3,,3,,,,,,,"I understand that the assignments are after all assignments and are there to enhance your learning process but it'll be nice if the weight of the assignments can be increased to maybe a 25, especially when you put in genuine effort without taking much help :)"
1,,3,,1,,1,,1,,1,,4,,1,,1,,2,,2,,4,,2,,1,,5,,good explanation,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,2,,4,,"Interesting props, movies, and jokes. ",,"The content is interesting, attractive. ","Paper exam paper is somewhat too small, prefer to have more extra spaces for drafts...",Atmosphere is always positive.,
1,,3,,1,,1,,1,,2,,1,,1,,1,,2,,2,,4,,3,,3,,3,,The explanation of the content was very good. ,,The assignments were very interesting and the instructor made the content very easy to understand which made the assignments a good practice to test out skills ,,,
1,,3,,1,,1,"Dave's slides are some of the most clear I've seen, perfect for both lectures and studying from at home. ",1,"Very engaging voice, plenty loud enough. ",1,,2,"Despite considering myself good at coding already and this being an ""introduction to coding"" course, Dave managed to make this course interesting and engaging. The first weeks where we went over a lot of things I'd already learnt, like if statements, were still taught well and in an interesting enough way to make me keep returning to the lectures. ",1,,2,,1,,1,Excellent notes,4,,3,,2,"For the amount of time I spent on assignments, the course only giving 20% credit for them seems unfair.",2,Later assignments took more time. ,He made absolutely sure that we knew everything we needed for each assignment.,,Dave,The film choice,Not at all,Our projector was bad and the speakers weren't loud enough
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,3,,3,,,,,,,
2,,2,,2,,1,,2,,6,,2,,2,,2,,2,,1,,4,,1,,1,,3,,Entertaining lectures and good explanation of material,Moves too fast for students to understand material,Starts off well then becomes too abstract and too focused on memory,Assignments and midterm are HARD and too much content. Ate into my life too much. Would have preferred a software that wasn't online (like Seashell was) so I could work on assignments on the go.,No,
1,,4,,1,,1,,1,,1,,2,,1,,1,,1,,2,,4,,5,,2,,3,,,,,,,
