mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,1,,2,,1,,1,,2,,1,,5,,2,,3,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,I definitely love the course and it helped me a lot.,1,One of my favourite CS prof at UW.,1,,1,,1,,5,,3,,3,,3,,,"The midterm is nothing like the previous ones. I did spend a million years on the definitions, but not really appeared on the paper tho.",,,,
2,,3,,2,,2,,1,,2,,1,,2,,1,,1,,1,,4,,3,,3,,3,,Explained difficult concepts straightforward.[nl]Very engaged in the class,Too many jokes sometimes.[nl]Wore a creepy smile when I asking questions.,Basic concepts of C,Too basic,good,ok
1,,3,,2,,2,,1,,6,,2,,1,,2,,1,,5,,5,,3,,3,,2,,,,,,,
1,,3,,2,,1,,1,,3,,1,,1,,1,,1,,1,,5,,3,,3,,2,,"""interesting"" examples",,new fresh material,"""fair"" to be tested on Racket even though most of the class was taught in C. Made me study for a good amount of Racket on my own since I have transferred into UW.",positive class atmosphere given off by prof,
1,,3,,2,,2,,2,,6,,2,,2,,1,,2,,3,,4,,3,,3,,3,,,,,,,
2,,3,,1,,1,,1,,2,,2,,2,,1,,2,,2,,2,,2,,3,,3,,,,,,,
1,,3,,1,,1,,1,,3,,2,,1,,1,,1,,2,,3,,3,,3,,3,,Keeping the students engaged throughout each lecture,Sometimes does long pauses that makes me lose focus,Teaches the fundamental ideas about computer science.,,,
1,,3,,1,,2,,1,,3,,2,,1,,1,,1,,1,,2,,2,,3,,3,,Did a really great job at explaining the theory behind what we were learning and why we were learning it. Related what we were learning to the real world so that we could see the practical uses for what we were learning and it helped us better understand the material.,"Use more examples on how to implement the code that we are learning about. Did a great job at explaining what we were learning and how it worked but when it came time to do the assignments, I felt like I didn't really know how to do them. For example, when learning pointers I knew exactly how they worked and what they did, but on the assignment, I didn't know how to use them because we didn't see enough actual code examples with pointers.",Was interesting and seemed like I learned stuff that I will actually use in the future.,After the midterm the material got really difficult and new material was introduced at a much faster pace than before the midterm.,N/A,N/A
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,5,,5,,3,,3,Really enjoyed working on the bonus questions. Please make more!,3,,Made the lectures very interesting and did an amazing job at explaining all the material. Thank you for an amazing term!,Feel that we did not need to spend as much time as we did on some of the earlier content.,Learned a lot of useful techniques that are applicable to the real world.,"Found that assignments were sometimes not clear about what to expect for certain edge case testing scenarios. Found that a lot of questions on Piazza were basically ""what should ___ output"". Would have been interesting if we were provided with the interface of the solutions with the implementation hidden from us (something similar to what was done with readchar and readnat in the earlier assignments) so that we could freely run the program to experiment with different inputs to help build our own code without giving us the solution.",No,N/A
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,1,,1,,2,,2,,3,,Pointers,Stay funny,C,,Good,Size is okay but the classroom is not friendly to the seats in the back.
,,,,,,,,,,4,,2,,2,,1,,1,,1,,3,,3,,3,,4,,"Great explanations. [nl]Good communication.  [nl]Personable.[nl]Practical examples and analogies are great, due more of these.","If you did more board examples that would be great.[nl]Maybe you could create a space/time for asking questions in class. Although this may be more up to the students. Some of your lectures have a lot of content, others have less. Try and balance your content quantity more.",Helpful in the development of cs skills.[nl]Great TAs and excellent support.,Allow for more creativity in applying the course material. Assignments should have more weight since they require so much work. I know plagiarism is a concern but try operating with more trust.,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,,1,,3,,2,,3,,Well explanation of course material,,Really nice course to learn imperative programming.,,,
2,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,1,,3,,3,,4,,,,,,,
1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,2,,3,,3,,3,,"THE BEST professor i've ever had, no doubt. Great dynamic in lecture. Interesting, funny and helpful professor. I really like the way you teach, and also those extra, beyond-the-course information about computer and programming, which give me a better overview of the whole computer science world. Overall,  YOU MADE A SUPPOSE-TO-BE BORING COURSE INTERESTING AND ENJOYABLE!       P.S. !!!REEEEEALLY hope that I can see you in other computer science course, too. PLEASE!!!!",please add a little bit more examples and digraphs etc. either on the slides or on the board along with the material that would be very helpful.,Deeper conversation about algorithm and a new way to approach a question using abstract data type. Really great preparation for later-on object-oriented programming.,"please introduce more design part, it's interesting to learn and essential for later-on programming choice.[nl] Also, still think racket part is a little bit too much, especially in the beginning part of this course, like introduction of adt etc., which, for me, can understand better in c.  P.S. also, NOT ENOUGH DAVEEEE!!!!)))",positive,just right.
