mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,4,,4,,6,,2,,2,,,,,,,
1,,3,,1,,2,,1,,6,,1,,1,,2,,1,,2,,5,,3,,2,,4,,"Excellent presentation, makes the class funny.",,"A lot of new content, which is applicable in real life.",,"No. Class atmosphere was great, because the class was constantly funny!",
1,,2,,1,,1,,1,,2,,3,,1,,1,,1,,1,,1,,1,,2,,4,,,,,,,
1,,3,,1,,2,,1,,6,,1,,1,,1,,2,,2,,4,,3,,3,,3,,,,,,,
1,,1,,1,Piazza trolling but it's understandable,1,,1,,1,,1,,1,,1,,1,,1,,5,,6,,3,,4,,Everything,N/A,Everything,N/A,N/A,N/A
2,,3,,1,,1,,1,,6,,2,,1,,1,,5,,2,,4,,3,,3,,3,,Everything,,,,,
1,,3,,2,,2,,1,,6,,1,,1,,1,,2,,2,,5,,3,,2,,2,,,,,,,
1,,3,,3,,2,,1,,4,,1,,1,,1,,1,,2,,4,,3,,3,,5,,,,,No materials to study for exam other than course note.,,
1,,3,,1,,1,,1,,3,,1,,1,,1,,1,,1,,1,,3,,3,,2,,Good oral presentation,,A good introduction to C language,Almost perfect,,
2,,3,,1,,1,,1,,2,,1,,1,,2,,2,,1,,2,,3,,3,,2,,,,,,,
1,,1,,1,,1,,1,,6,,1,,2,,1,,1,,1,,1,,3,,3,,3,,He explained so well and made the course interesting.,,,the heap part,,
1,Dave Tompkins = 10/10,5,,1,,1,,1,,6,,2,,1,,1,,1,,5,,5,,3,,3,,2,,Everything.,Content in lecture maybe a little higher.,Everything.,Dr. Dave Tompkins still being on contract.,No comment.,No comment.
