mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,2,,2,,1,,3,,1,,1,,1,,3,"Luckily for me, I had done programming before. I feel like if I had not, then this course would be extremely difficult.",1,"Assignments took way way too long! I respect a decent workload during the week for all my classes and SOME on weekends, but literally a lot of my weekends were done doing ONLY CS assignments. I realize this is good practice but, surely I can devote my weekends to something other than one out of my five courses in the term?",5,,"Funny, engaging, well-spoken, knowledgeable instructor.",Dave is awesome. Nothing to be said here. :),"Very fair midterm exams. We were well prepared with previous exams, tutorials, and course material to do well on the exams.",Assignments took much longer than I would have liked.,,
1,,2,,1,,2,,1,"very loud clear voice, can hear clearly from the back. awesome accent.",6,,2,,1,,1,,1,,4,,2,,2,,1,,3,,"light hearted atmosphere, feels comfortable.",,interesting new view on math.,the lectures were just writing down the textbook proofs/examples on a whiteboard. not much new insight gained from attending a lecture other than the ability to ask questions after class or spending more time thinking about math135 (more than you would do alone at home).[nl]too many theorem acronyms that it starts to get a bit exhausting and ridiculous.,,"no space between rows, very little leg room is uncomfortable."
1,,3,,1,,1,,1,,6,,1,,1,,2,,1,,1,,5,,3,,3,,4,,,,,,,
1,,3,,1,,1,,2,,2,,1,,2,,1,,1,,1,,4,,3,,3,,3,,Engaging,Can be more clear on what's important during the tests,Interesting,Too picky about design recipe,It's ok,Kinda too large
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,3,,2,,"Excellent experience, my favourite lecturer this term. Knows how to engage students and keep them focused. Excellent use of non-technical terms to explain course material.",,,,,
1,,2,,2,,1,,2,,6,,3,,2,,1,,2,,4,,4,,2,,1,,5,,,,,,,
1,,3,,1,,1,,1,,2,,2,,1,,1,,1,,2,,4,,3,,3,,2,,Very funny,,,,No,Everything was good
1,,3,,2,,1,,2,,,,2,,2,,1,,2,,4,,4,,3,,2,,2,,,,,,,
1,,1,,1,,1,,1,,2,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
2,,2,,2,,1,,1,,3,,2,,1,,1,,2,,2,,4,,2,,2,,3,,Dave is such a hilarious and effective prof. I enjoy being in his class even though I often struggle in the course.,Please give him more money to finish the light sabre fight.,"Funny, interactive.",Kind of tough for kids without CS experiences.,Such a quiet class,the class size is somewhat too big.
1,,3,,1,,2,,1,,3,,1,,1,,1,,2,,1,,3,,3,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,2,,4,,"clear & thorough explanation, easy to follow",,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,2,Some additional detail on the notes would be nice,5,,3,,3,,2,,Every single one of the lectures was very interesting. The best one was when Dave brought his Lightsaber,,,Notes could be a bit more detailed.,Attitudes of the instructor and students made being in class a very positive experience,
1,,3,,2,,2,,1,,6,,1,,1,,1,,2,,5,,4,,3,,3,,2,,,,,,,
1,,2,,1,,1,,1,,,,2,,1,,1,,1,,1,,4,,6,,2,,3,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,4,,4,,3,,2,,5,,freebie clicker questions!,more freebie clicker questions!,,,,I love Dave
1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,4,,2,,2,,4,,,,,,,
2,,3,,1,,2,,1,,6,,2,,2,,1,,2,,2,,2,,3,,3,,2,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,2,,2,,5,,3,,3,,3,,He was able to grasp the audience's attention and ran a very fun and enjoyable lecture,The explanation of a few topics could have been a bit clearer,Watching the movie for the first 5 minutes as it woke everyone up.,The Language we had to learn and the principles of coding in that language that we had to follow,"Positive, everyone felt welcome, and it was a very enjoyable class.",
6,,6,,6,,6,,6,,6,,2,,6,,1,,2,,5,,5,,6,,6,,3,,,,,,no,
1,,3,,2,,2,,1,,6,,2,,1,,1,,1,,1,,4,,2,,3,,3,,Dave always kept the class interesting and made me want to come to class,,,Later assignments were significantly more difficult than the earlier,,Dave's a cool bro
2,,4,,2,,1,,2,,6,,1,,1,,1,,1,,2,,3,,3,,3,,3,,He tries to make the class engaging,Maybe make some of the jokes less corny but most are cool. [nl]Definitely dress up like a class,Taught me functional programming pretty well,Lambda stepper problems are very mysterious,Good,Good room
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,3,,3,,5,,,,,,,
1,,1,,2,,1,,1,"Easy to understand, even though english is not my first language.",1,,1,Best 1A course.,2,,1,One of the only classes i was actually eager to go to.,2,,2,,5,"Didn't use it at all, cannot comment.",1,,3,"They were challenging sometimes, but i learned a lot from them.",3,Mainly on assignments.,His way of expressing/giving lecture were really interesting. Best prof i have had yet. 10/10 would take him for my future cs courses.,,,,,
2,,3,,2,,2,,2,,6,,3,,1,,1,,3,,3,,3,,2,,1,,3,,"Friendly, outgoing. Teaches this course well","sometimes went too fast, skimmed over things I did not understand",the instructor :D,TREES,"instructor made no comments based on gender, race, appearance",room was too big; can't see/hear anything if you are at the back
2,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,2,,4,,Gallus Gallus!,Nothing,Good examples,"Clicker Questions, Assignments were too weirdly worded",,
1,,3,,1,,1,,2,,2,,1,,1,,1,,1,,2,,4,,3,,3,,2,,Dave was very engaging with how he presented material and was able to hold my interest in what I was learning.  These lectures were one of the best in my fall term where I was able to enjoy what was being taught.,None.,Lectures were consistent in teaching a good amount of material so I was always able to learn something new from each one.,None.,"There have been no positive/negative atmospheric shifts regarding gender, ethnicity, appearance, etc. as far as I'm concerned.  From my perspective, the atmosphere had always been positive with a strong focus towards what was being taught.",The 5 minute movie segments at the start of lectures were nice.  Should definitely do this again.
1,,3,,1,,1,,1,,,,2,,1,,1,,1,,1,,3,,3,,2,,4,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,2,,1,,1,,4,,3,,3,,2,,Course notes were complete and very helpful; the professor also had good oral communication and was easy to understand,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,5,,3,,2,It seemed like a lot but that's only because I've never done any programming before.,3,,3,,Going back and forth between notes and doing examples in Racket helped. Clicker questions show whether you actually understand or not. Dave is hilarious even if he's not George Clooney.,,It was fun!,The second midterm was too long. I would have done significantly better but I just ran out of time.,"Above average in this category. I can think of a few examples where Dave would adjust his example to make it more relatable to everyone regardless of gender, religion etc.",Chairs are so ridiculously squeaky
1,,4,,1,,1,,1,,6,,2,,1,,2,,2,,2,,4,,3,,3,,2,,"Shows How to Train Dragons 2 prior to class, fun way to make people attend lectures.  Clear engaging explanations, makes class lively.",No problem with him.,Currying.  Functional abstraction.,Design recipe is a painful/tedious experience that takes at least 2x amount of time taken to write code.  Makes writing code a far less enjoyable experience.,Too politically correct (i.e. too much concern for sensitivity over these issues) but better that than too little concern I suppose.,
2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,2,,5,,3,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,2,,4,,3,,2,,3,,Used two different voices and a hat to describe mutual recursion. Really funny and helpful.,Nothing,Lots,The course goes a little fast sometimes.,No,No
2,,2,,1,,2,,1,,6,,2,,1,,1,,1,,2,,5,,2,,3,,4,,"Dave introduces CS well to new programmers. As a new programmer,he made me feel like I wasn't at a disadvantage and that I could still be successful. He also is very good at answering questions, repeating complicated information, and walks through his live coding very nicely.",I can't think of anything.,"Everything, except trees and abstract function stepper problems, were the strong points.",The main weak point of the course was during the lectures about trees. I felt that trees were covered too quickly. I also feel that the late-course stepper problems were not covered very well.,"I would describe the class atmosphere as welcoming. Nothing has ever come up that has to do with gender, race, or appearance. Dave always had a positive attitude, and most of the students did too (except for the ones that complained about the Design Recipe)","Great classroom, I could see the slides from anywhere in the room. The class size was not too large, and no noise was heard from outside."
1,,3,,1,,1,,1,,6,,3,,1,,1,,2,,2,,4,,2,,2,,3,,Made the lectures fun,Could do more examples on the hardness of the homework questions,,design recipe!,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,2,,5,,3,,2,,3,,Teach.,Lift.,The ending was interesting. Started slow and got faster.,sooometimes assignments were tedious mechanical tasks. Usually fun otherwise though.,Positively affected Good guy Dave.,Aal gud.
1,,4,,1,,1,,1,,6,,1,,1,,1,,1,,1,,3,,4,,4,,4,,Best instructor NA. Very interesting and enthusiastic about the course.,"Drink less diet coke. It's not good for you! But otherwise, keep doing the amazing work you are doing.",Very interesting. My passion.,Not enough assignments or content.,Nope. It was positive and great.,Classroom could have been better and less run down especially the chairs.
2,,3,,2,,2,,1,,2,,1,,2,,1,,1,,2,,3,,3,,3,,3,,Great oral presentation ![nl]We have lots of fun during the lectures lol,,Learn some interesting algorithms !,,It's great,"I-clicker questions are sometimes brutal for me.... I am not that smart, so It takes some time for me to perceive the new concepts and knowledge..."
1,,2,,1,,2,,1,,1,,2,,1,,1,,1,,4,,3,,3,,3,,2,,"Dave made the course extremely interesting, even if I didn't like the material itself",Nothing to change!,"Good gradual increase in difficulty, easy to succeed",Depth of teaching stepper rules felt unnecessary,Not at all!,Everything about the atmosphere was fine
1,,3,,1,,1,,1,,1,,2,,1,,1,,1,,4,,4,,2,,2,,3,,He always makes class interesting and shows many examples. I really enjoy the fact that we can finish a movie by coming to class early too.,,"Learned a lot about racket, and computer science overall.",Fast paced for me since I never took any cs before.,Always had a positive atmosphere.,
1,,3,,1,,2,,1,,6,,1,,1,,1,,2,,4,,4,,3,,3,,4,,excellent lecture presentation,"give handouts containing in-class Racket code that is not in course note[nl]may spend more time explaining trickier parts like lambda stepping rules, and quickly go over relatively easy contents",functional programming,"choosing Racket as teaching language is a little bit odd.. might use Haskell instead[nl]emphasizing too much on stepping poorly written codes, i.e. tracing for tracing, not tracing for debugging",,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,2,,4,,The instructor teaches lectures in such a way that makes the material very interesting and easy to understand.,In all honesty there is little that I could think of that would improve the instructor's lectures.,Very interesting and practical topics.,The work requires too much unnecessary work with the design recipe and the assignments are worth too much of the course mark i think.,"Nope, none that I was aware of.",
