mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
3,2,1,2,1,2,3,2,1,3,2,3,1,1,5,,"Freshly showered, professional.",,,"Too poorly organized, very complicated, assignments are rough and have little to do with the lectures.",,
1,3,1,2,1,6,1,1,1,1,2,4,3,3,1,,Good explanations and analogies.  Good at making the material interesting and engaging.,,,,,
1,3,1,1,1,1,1,1,1,2,2,5,3,2,3,,Frickin everything.  Whatever they are paying you isn't enough Dave.,,The course.,"Assignments were pretty tough and fairly long.  I found them interesting, but the amount of work required and how much of my grade depended on some crap code kind of sucked.  I don't know who wrote the vnode garbage, but they need their programming license revoked.  Also, who frees nodes and sets them to 0xdeadbeef? What kind of design decision is that? Now I have to: if (p || (void *) p == (void *) 0xdeadbeef) ... stupid.",Positive,"Class should probably not EVER happen at 8:30, especially CS."
3,3,,2,1,1,1,2,1,2,2,2,3,2,5,,Motivated interest well.,Demos of working assignments and what we should attempt to replicate in our implementations.,Very conceptual and provides understanding.,"Assignments are... lots of work.  Please please, more hints.",Most people sitting behind first row do not participate.,Room furniture sucks.  I'd never imagine my school has such bad chairs!
1,3,1,2,1,6,2,1,1,2,1,4,2,1,5,,"Great analogies, great speaker and entertaining.",,Good course notes.,Assignment load too heavy.,Relaxed and friendly atmosphere was very positive.,
2,2,1,2,2,6,1,2,1,3,2,4,2,2,2,,Very entertaining.  Fun to listen too and has a strong interest in what he is teaching.,No examples that would help study for midterm and exam.  Notes are mostly just facts and concepts.  Notes were hard to apply to assignments and tests.,"very interesting, many new concepts.","A lot to learn, hard to keep track and hard to study for tests.","Positive, everyone seemed to have fun.",
1,3,1,2,1,6,2,1,1,1,5,4,3,3,4,,,,,,,
1,2,1,1,1,1,2,1,1,2,2,4,3,1,4,,Dave presents interesting lectures and real life examples.,All the important or testable material needs to be highlighted and reviewed.,Important course,Too hard.  Too many information.,,
1,3,1,2,1,1,1,1,1,1,2,3,2,2,5,,Great at using helpful metaphors for explaining core concepts that are otherwise difficult.  Always has a good attitude which makes attending lectures quite enjoyable.,Could transfer more of the useful metaphors to the otherwise terse course notes.,There is no more magic in computing.,There is no more magic in computing.  There isn't time to cover all topics in the depth they need.,,
1,2,1,1,1,6,2,1,1,1,1,4,3,1,5,,Very funny guy.  Easy to get along with and can make boring topics interesting.,Less analogies: sometimes it makes concepts hard to understand.,Very applicable content.  Implicitly teaches strong programming skills.,Assignments really long and hard.,Very comfortable class atmosphere.  Enjoyable and fun learning experience.,"Class too packed, but I guess that's because the only other section is at 8:30am."
1,3,1,2,1,6,1,1,1,2,2,4,3,1,3,,"Very knowledgeable, enthusiastic and does a great job explaining the material.",,Learning how threads work.,Too much time required for the assignments.,,
2,3,2,3,1,2,2,1,3,2,2,4,3,3,2,,Answering inquiries on piazza.,ZZZZZ this comment is sorted last :),,Exams were dependent on doing assignments (not a good paradigm).,,
2,3,1,1,1,2,1,1,1,2,2,2,2,3,3,,Very humourous & passionate at explaining concepts.,"Sometimes, too much humour makes people feel distracted.",,A lot of materials but the course notes is somewhat simplified.,,
2,3,2,2,2,6,2,2,1,2,2,4,1,1,5,,Made the material more engaging by presenting it in different and unique ways.,,,What we learn in lectures does little to help us do the assignments.,,"Class is small and crowded, hard to see the blackboard and slides."
2,2,1,1,1,2,2,2,1,2,2,2,3,2,5,,,,,,,
2,2,2,3,1,3,2,2,1,2,3,2,3,3,3,,Visualize concepts,Give more examples.,,Too much material,Mostly positive.,Not enough seats in afternoon class.
1,3,1,1,1,1,1,1,1,1,1,1,3,2,3,,,,,,,
2,2,2,1,1,1,3,1,1,3,2,3,2,2,3,,"Interesting guy, play video before class, nice jokes during class.",You go through some concepts too fast.  Should talk about assignment solution.,Learn OS overview for job interview.,Assignment is too heavy for 3rd year CS student.,,We need a better classroom.
1,3,1,1,1,1,1,1,1,1,5,4,5,5,4,,"Lectures were fun/entertaining, which made it easy to pay attention.",,"Very interesting, I learned a lot.",Weak understanding of material not on assignments.,,Room a little too small.
3,2,1,3,1,1,4,2,1,2,5,4,3,3,4,,You allow us to attend the afternoon section in case we miss the 8:30 one.  It's very considerate!,I hope we can have more examples of real life application of the course content.,,We don't have tutorial sections for this course.,,
1,3,1,2,1,6,1,1,1,5,1,5,3,6,2,,"Excellent analogies, great explanation with examples, funny.",None,"Interesting, learned a lot.",,,
1,2,1,1,1,1,2,1,1,3,3,4,1,2,3,,"Good explanations, great use of visuals, not too dependent on slides, answers questions, always available.",Sometimes lectures felt rushed.,Introduced interesting concepts.,Assignments have very little to do with lectures past A1.  Midterm and assignments are barely related.  Slides and assignments are vague at times and do not give enough information.  Way too much material to cover for one course let alone for exams.,,
1,3,1,2,1,6,2,1,1,2,2,5,3,2,2,,Good explanations and examples.,,Detail foundation material.,Assignment is somewhat difficult.,,
1,2,1,1,1,6,2,1,1,2,2,4,3,1,3,,All good.,More examples related to topics.,Assignments.,Too much assignments.,Positive.,Room too small for afternoon session.
1,3,1,1,1,1,2,1,1,2,1,5,3,2,5,,Great visual presentation.,,Students actually got opportunity to work on the same project together.,,It was affected positively.  The instructor was great and always helpful in explaining concepts.,Could have used a bigger room.  There were always students standing in each class.
