mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,,3,,2,,1,,1,,1,,1,,1,,1,,1,,5,,5,,3,,3,,3,,,Great syle and humour during lectures. Fun to learn,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,3,,3,,3,,4,,,,,,,
1,,4,,1,,1,,1,,,,1,,1,,1,,2,,,,3,,4,,3,,3,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,,2,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,5,,5,,3,,3,,2,,Very interactive in class.,None.,,,"Since CS135 is a very opened course, gender, race, and appearance did not affect the class atmosphere.",None.
1,,2,,1,,1,,1,His speaking is very humorous and easy to understand.,6,,1,,2,,1,,1,WHICH IS SUPER HARD!,3,We have online notes so there is no need for printed notes.,5,,2,,2,,3,,"He makes us more easier to learn this course, even if the course is hard and somewhat kind of boring. When I attend Tompkins's lecture, I feel cheerful.","Personally speaking, I think the instructor should give more examples. At least, Instructor should have had a survey on which part of the lecture that most of students not understand, so that we can review it and remember it quickly.",The instructor provides(or give) his idea step by step. so that we can catch up on his pace even if we are not really familiar with the new material.,"As I mentioned, the weak point is that lacking of examples and review.","Well, all my instructors, expect esl's, are guys. Therefore, I do not think the gender could affect the atmosphere of the class. There might be three reasons that can affect the class atmosphere. First of all, the attitudes of the students. If most of the students think this course is quiet easy or not important, then the atmosphere would be lazy and low-spirited. Secondly, If the Instructor is in the bad mood (It did not happen in my courses), apparently the class atmosphere would be heavy. Finally, It is also about how hard dose the instructor is teaching, if it is too hard, then no one listen, too easy as well.",Nope. Everything is perfect. Thank you Waterloo.
1,,4,,1,,1,,1,,6,,3,,1,,1,,3,,1,,5,,5,,2,,2,,"Integrated humour into the lecture, keeping the class engaged.",,Good choice of programming language.,"The design recipe is horrible and discourages helper functions.[nl]The course goes waaaay too slowly for the first few weeks: a lot of the stuff over the first few weeks can be learnt by doing the first 10 Project Euler problems in Common Lisp.[nl]Too much time is spent on syntax.[nl]The homework assignments are uninteresting and tedious and not challenging in a meaningful sense but at the same time are extremely long and tedious to debug. While the assignments make you write a lot of code, there's no weird interesting way that you have to apply any of the concepts. It's all straightforward but just really long and boring.",Neutral.,Everything was fine in this respect.
1,,3,,3,,3,,1,,6,,1,,2,,1,,1,,4,,4,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,4,,3,,3,,2,,"Tompkins goes out of his way to make the lectures way more enjoyable, through his jokes and playing the movie.","Tompkins is a great professor, and I don't think there is anything he can improve on.",The fun assignments and lectures and the great prof.,"Nothing, the course was great.","There was never a mention of anything in regards to gender, race or appearance that could have positively or negatively affected the course atmosphere.",
1,,3,,2,,2,,1,,1,,2,,1,,2,,1,,2,,2,,3,,2,,2,,,,,,,
