mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,2,,1,,1,,1,,2,,2,,1,,1,,2,,2,,,,2,,2,,3,,nice prop!,,,,,
2,,3,,2,,1,,1,,6,,1,,2,,1,,2,,2,,2,,2,,2,,4,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,2,,1,,2,,2,,3,,3,,3,,,,,,,
1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1,,1,,4,,,,,,,
2,,3,,2,,2,,2,,3,,2,,2,,1,,2,,2,,4,,1,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,2,,1,,2,,1,,1,,2,,3,,3,,2,,,,,,,
1,,3,,2,,2,,2,,3,,1,,1,,1,,1,,1,,1,,2,,2,,5,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,3,,2,,3,,"Dave Tompkins is a phenomenal instructor. I never loved CS and it was always a pain point for me. However, leaving Dave's lectures I was rarely confused and often genuinely excited about the material I had learned. He truly cares about the success of his students and it shows. ",Nothing I can add. ,Important and relevant material,"The assignments do get difficult as the course ramps, but no weak points just have to stay on top of it. ",Positively. Dave is always very inclusive and supportive. ,Thank you for a wonderful term. This class (although one of my most difficult) made me smile. 
2,,3,,1,,1,,2,,1,,2,,2,,1,,1,,2,,4,,2,,1,,5,,,,,,,
1,,2,,2,,1,,1,,1,,2,,1,,1,,2,,2,,2,,2,,2,,4,,,,,,,
1,,3,,1,,2,,1,,6,,3,,1,,1,,1,,2,,2,,3,,2,"First few assignments had too little work, last few had too much",3,,"Great explanations, good at engaging class",,Good at introducing medium sized programs and imperative programming,A lot of the stuff was review (liked linked lists) from cs135,,
3,,3,,1,,3,,2,,1,,2,,2,,1,,2,,2,,2,,2,,2,,4,,,The instructor can spend more time during lecture to emphasize more on the key points.,,DEFINITION OF KEY TERMINOLOGY should be emphasized more!!! MORE EXAMPLES SHOULD BE GIVEN FOR THOSE DEFINITION AND HOW TO USE THEM WHILE CODING.,No option,N/A
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,but the weight that is taking is not a good representation of what it should represents,1,,4,,2,,2,,5,,,,,,,
2,,2,,2,,2,,2,,1,,1,,2,,1,,1,,1,,4,,3,,2,,4,,,,,,,
1,,3,,1,,2,,1,,1,,2,,1,,1,,1,,1,,4,,2,,1,,4,,Great presenter. He can grab everyone’s attention easily with his funny jokes. Btw he is not overrated.,"Packed more into pre midterm, slow down more after midterm. Assignments are also very time consuming","Learning imperative programming, applicable to the real word.",Long assignments,He treats everyone equally and often uses general neutral pronouns in his jokes.,
3,,3,,4,,3,,3,,3,,3,,3,,2,,2,helpful but really difficult ,4,,4,,3,,2,,5,,,,,Assignments are difficult ,,
2,,2,,1,,1,,1,,3,,2,,2,,1,,2,,2,,4,,2,,1,,5,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,4,,4,,3,,3,,3,,Everything,,,,,Liked the movie.[nl]Didnt get to do meme contest :(
2,,3,,2,,2,,2,,2,,1,,2,,1,,1,,2,,4,,1,,1,,5,,nice joke,easy final and easy mid please,,,,
1,,3,,1,,1,,1,,3,,1,,1,,3,,1,,2,,1,,1,,1,,2,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,,,,,3,,2,,3,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,1,,4,,2,,2,,3,,,,,,,
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,3,,4,,,,,,,
2,,3,,1,,1,,2,,2,,2,,1,,1,,2,,1,,4,,3,,1,,4,,Your costume for Halloween is great :D,lower the level of difficulty of assignments or midterms a bit,teaches a very useful program,might have a lot of new knowledge to take in,Super positive. Dave is just great.,Nope
2,,2,Definitely not too high though.,1,Great at this.,1,,1,,1,,2,,2,,1,,2,,2,,4,,3,,2,Some assignments were quite long.,3,,Great lecturer; passionate and engaging. Definitely made it fun to come to class.,"Some concepts were introduced a little too quickly (like pointers). The pace of the course slowed a lot towards the end, however.","This course helped me improve my skills as a programmer, especially in debugging. It introduced lots of interesting material and cemented my interest in computer science.","The assignments were lengthy, quite difficult, and sometimes just exasperating. Granted, I don't consider myself to be the best programmer, but I found that I'd occasionally run into these random, insurmountable obstacles . The lab hours always helped, but I found that going to them might have made me a little too accustomed to relying on outside help.",Not affected.,Good classroom.
4,,2,,1,,1,,1,,1,,3,,2,,3,,1,,1,,1,,1,,1,,4,,,,,,,
2,,3,,2,,2,,2,,4,,2,,3,,1,,2,,2,,3,,5,,4,,3,,,,,,,
3,,3,,2,,1,,1,,2,,2,,2,,1,,1,,4,,2,,3,,2,,5,,explain new materials [nl]drawing diagrams is really helpful,more office hours,more understand how c language works[nl]lay a foundation for future cs courses,heavy workload,postively,none
1,,3,,2,,2,,1,,3,,2,,2,,1,,1,,2,,4,,3,,2,,4,,Dave made the course interesting and engaging even though the course material was dry at times. Overall his explanations were easy enough to follow and he was willing to explain things again when asked to do so.,"Overall the course was well-paced, but it would be slightly more helpful if he took a little extra time on stuff like sorting and pointers..with a few more examples.[nl][nl]Also I would have liked to see some more advanced/real-life applications since that would make the course material more interesting.[nl][nl]But there is very little I can suggest to improve on since Dave is an excellent teacher",The course included a decent amount of new material and I found the assignments crucial to understanding the course material.[nl],"The course required us to spend too much time on assignments to do well and that is extremely hard to do while taking other demanding courses.[nl][nl]The midterm was too long as writing code on paper is way different from coding on a computer with an IDE like Seashell and it does not accurately represent your programming skills/understanding of lecture.[nl][nl]I feel I understood the material way better than my midterm marks represent, but due to the midterm being too long I didnt do as well as I could have.",,
1,,2,,1,,1,,1,,1,,2,,2,,1,,1,,4,,4,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,4,,4,,3,,3,,3,,,,,,,
1,,2,,1,,1,,1,,2,,2,,1,,2,,2,,1,,3,,2,,1,,3,,,,,,,
1,Dave was really passionate about the material and he is one of the best teachers in my entire study adventure,3,,1,,1,,1,,1,,2,,1,,1,,1,"The comment is only applicable from my point of view and I am no one to comment about the assigned work so I will speak from my side.[nl]The assignments were helpful but I would rather prefer group work.At the end of the day, I think working individually makes me unhappy and depressed. My favourite part of the course was when Dave told us to discuss with our peers to design an algorithm. I believe as human beings we should interact with one other more often especially waterloo students. Moreover, I took this course just to learn new content but after the midterm I went into severe depression even though I could do the assignments and understood the contents well enough.",3,,3,,3,,1,,3,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,3,,1,,1,,2,,3,,3,,4,,"Nice instructor, nice lectures,","more practice questions, especially the ones for paper coding.","Introduces c and talks about the memory, pointers.",too little practice questions and I did not have the chance to reinforce the concepts.,positive,just right.
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,well explanation about all the contain in the course.,"I like your style, your are the best prof",interesting ,midterm was hard,it was nice,
1,,3,,1,,1,,1,,2,,2,,1,,1,,2,,2,,2,,3,,2,,4,,,,,,,
2,,3,,2,,2,,2,,2,,2,,2,,1,,1,,2,,4,,2,,1,assignments long,4,,,,,,,
2,,4,,3,,2,,3,,3,,1,,3,,4,,1,,2,,4,,3,,3,,4,,,,,,,
